event_id,event_name,datetime,city,country,location,data_navigate
740252,U2,2015-05-27 18:00:00,Inglewood,USA,The Forum,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740252
740257,U2,2015-05-30 18:00:00,Inglewood,USA,The Forum,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740257
740258,U2,2015-05-31 18:00:00,Inglewood,USA,The Forum,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740258
826012,U2,2015-06-03 18:00:00,Inglewood,USA,The Forum,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-826012
740221,U2,2015-06-12 18:00:00,Montreal,Canada,Bell Centre,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740221
740222,U2,2015-06-13 18:00:00,Montreal,Canada,Bell Centre,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740222
749188,U2,2015-06-16 18:00:00,Montreal,Canada,Bell Centre,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749188
749189,U2,2015-06-17 18:00:00,Montreal,Canada,Bell Centre,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749189
740226,U2,2015-06-24 18:00:00,Chicago,USA,United Center,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740226
740227,U2,2015-06-25 18:00:00,Chicago,USA,United Center,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740227
749190,U2,2015-06-28 18:00:00,Chicago,USA,United Center,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749190
749191,U2,2015-06-29 18:00:00,Chicago,USA,United Center,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749191
842731,U2,2015-07-02 18:00:00,Chicago,USA,United Center,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-842731
740229,U2,2015-07-06 18:00:00,Toronto,Canada,Air Canada Centre,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740229
740230,U2,2015-07-07 18:00:00,Toronto,Canada,Air Canada Centre,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740230
740232,U2,2015-07-10 18:00:00,Boston,USA,TD Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740232
740234,U2,2015-07-11 18:00:00,Boston,USA,TD Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740234
749192,U2,2015-07-14 18:00:00,Boston,USA,TD Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749192
749193,U2,2015-07-15 18:00:00,Boston,USA,TD Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749193
740239,U2,2015-07-18 18:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740239
740240,U2,2015-07-19 18:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740240
740241,U2,2015-07-22 18:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740241
740242,U2,2015-07-23 18:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740242
749194,U2,2015-07-26 18:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749194
749195,U2,2015-07-27 18:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749195
842732,U2,2015-07-30 18:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-842732
903513,U2,2015-07-31 20:00:00,New York,USA,Madison Square Garden,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-903513
740253,U2,2015-09-04 18:00:00,Turin,Italy,Pala Alpitour,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740253
740254,U2,2015-09-05 18:00:00,Turin,Italy,Pala Alpitour,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740254
740224,U2,2015-09-08 18:00:00,Amsterdam,Holland,Ziggo Dome,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740224
740228,U2,2015-09-09 18:00:00,Amsterdam,Holland,Ziggo Dome,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740228
749180,U2,2015-09-12 18:00:00,Amsterdam,Holland,Ziggo Dome,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749180
749181,U2,2015-09-13 18:00:00,Amsterdam,Holland,Ziggo Dome,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749181
740244,U2,2015-09-16 19:30:00,Stockholm,Sweden,Globe Arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740244
740245,U2,2015-09-17 19:30:00,Stockholm,Sweden,Globe Arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740245
749182,U2,2015-09-20 19:30:00,Stockholm,Sweden,Globe Arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749182
749183,U2,2015-09-21 19:30:00,Stockholm,Sweden,Globe Arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749183
740249,U2,2015-09-24 20:00:00,Berlin,Germany,O2 World Berlin,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740249
740251,U2,2015-09-25 20:00:00,Berlin,Germany,O2 World Berlin,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740251
749184,U2,2015-09-28 20:00:00,Berlin,Germany,O2 World Berlin,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749184
749185,U2,2015-09-29 20:00:00,Berlin,Germany,O2 World Berlin,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749185
740246,U2,2015-10-05 18:00:00,Barcelona,Spain,Palau Sant Jordi,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740246
740250,U2,2015-10-06 18:00:00,Barcelona,Spain,Palau Sant Jordi,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740250
839454,U2,2015-10-09 18:00:00,Barcelona,Spain,Palau Sant Jordi,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-839454
865652,U2,2015-10-10 19:30:00,Barcelona,Spain,Palau Sant Jordi,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-865652
740259,U2,2015-10-13 19:30:00,Antwerpen,Belgium,Sportpaleis,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740259
740235,U2,2015-10-14 19:30:00,Antwerpen,Belgium,Sportpaleis,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740235
740255,U2,2015-10-17 17:30:00,Cologne,Germany,Lanxess Arena ,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740255
740256,U2,2015-10-18 17:30:00,Cologne,Germany,Lanxess Arena ,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740256
740215,U2,2015-10-25 18:00:00,London,United Kingdom,The O2 arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740215
740216,U2,2015-10-26 18:00:00,London,United Kingdom,The O2 arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740216
740217,U2,2015-10-29 18:00:00,London,United Kingdom,The O2 arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740217
740218,U2,2015-10-30 18:00:00,London,United Kingdom,The O2 arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740218
839453,U2,2015-11-02 18:00:00,London,United Kingdom,The O2 arena,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-839453
740219,U2,2015-11-06 18:00:00,Glasgow,United Kingdom,Hydro,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740219
740220,U2,2015-11-07 18:00:00,Glasgow,United Kingdom,Hydro,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740220
740236,U2,2015-11-10 19:30:00,Paris,France,Paris Bercy,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740236
740237,U2,2015-11-11 19:30:00,Paris,France,Paris Bercy,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-740237
749186,U2,2015-11-14 18:00:00,Paris,France,Paris Bercy,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749186
749187,U2,2015-11-15 18:00:00,Paris,France,Paris Bercy,www.viagogo.com/ww/Concert-Tickets/Rock-and-Pop/U2-Tickets/E-749187
